,User,exerciseType,rep_count,t (sec),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,magnet_x,magnet_y,magnet_z,set_id
208,Morgan,bicep curls,0,0.738,-0.18,0.88,-0.15,-77,255,42,194.12,-206.08,244.72,2
209,Morgan,bicep curls,0,0.838,-0.18,0.88,-0.15,33,389,88,189.52,-207.92,241.96,2
210,Morgan,bicep curls,0,0.948,-0.18,0.88,-0.15,348,227,-311,191.36,-208.84,241.04,2
211,Morgan,bicep curls,0,1.094,-0.25,0.88,-0.18,1739,-961,-2767,202.4,-205.16,245.64,2
212,Morgan,bicep curls,0,1.238,-0.34,0.87,-0.2,4156,-3129,-7823,246.56,-194.12,263.12,2
213,Morgan,bicep curls,0,1.342,-0.5,0.82,-0.22,5715,-4811,-14393,351.44,-142.6,285.2,2
214,Morgan,bicep curls,0,1.465,-0.68,0.7,-0.21,4457,-5898,-19538,483,-29.44,284.28,2
215,Morgan,bicep curls,0,1.588,-0.8,0.44,-0.14,923,-6711,-20582,574.08,131.56,248.4,2
216,Morgan,bicep curls,0,1.738,-0.78,0.17,-0.09,-2490,-6731,-18562,596.16,213.44,216.2,2
217,Morgan,bicep curls,0,1.838,-0.72,-0.15,-0.02,-3760,-6213,-13638,594.32,352.36,165.6,2
218,Morgan,bicep curls,0,1.98,-0.55,-0.41,0.03,-4238,-3364,-9727,566.72,439.76,135.24,2
219,Morgan,bicep curls,0,2.138,-0.41,-0.56,0.01,-1654,-1755,-2893,533.6,487.6,130.64,2
220,Morgan,bicep curls,0,2.237,-0.38,-0.62,0.04,3367,3438,9204,539.12,479.32,129.72,2
221,Morgan,bicep curls,0,2.348,-0.51,-0.55,0.13,3849,2619,15148,588.8,391.92,146.28,2
222,Morgan,bicep curls,0,2.463,-0.58,-0.39,0.11,3361,6174,18195,618.24,248.4,177.56,2
223,Morgan,bicep curls,0,2.587,-0.72,-0.12,0.05,2945,4638,19339,606.28,91.08,206.08,2
224,Morgan,bicep curls,0,2.738,-0.81,0.19,0.02,235,6231,17373,579.6,20.24,219.88,2
225,Morgan,bicep curls,0,2.837,-0.74,0.46,-0.07,-1635,4796,16072,469.2,-98.44,255.76,2
226,Morgan,bicep curls,0,2.973,-0.62,0.65,-0.12,-2290,6795,11527,351.44,-174.8,266.8,2
227,Morgan,bicep curls,0,3.137,-0.5,0.76,-0.15,-1101,1563,6951,243.8,-199.64,259.44,2
228,Morgan,bicep curls,0,3.237,-0.41,0.82,-0.16,18,864,1881,196.88,-203.32,258.52,2
229,Morgan,bicep curls,0,3.337,-0.4,0.86,-0.19,2034,-2033,-5701,212.52,-199.64,263.12,2
230,Morgan,bicep curls,1,3.465,-0.49,0.88,-0.2,4354,-6250,-16555,328.44,-165.6,278.76,2
231,Morgan,bicep curls,0,3.579,-0.62,0.77,-0.2,3860,-5890,-21539,412.16,-124.2,278.76,2
232,Morgan,bicep curls,0,3.737,-0.74,0.53,-0.15,743,-4559,-22238,548.32,27.6,257.6,2
233,Morgan,bicep curls,0,3.838,-0.73,0.21,-0.07,-2158,-5012,-18748,604.44,203.32,212.52,2
234,Morgan,bicep curls,0,3.955,-0.68,-0.11,0,-3000,-5448,-14707,591.56,354.2,172.96,2
235,Morgan,bicep curls,0,4.109,-0.62,-0.38,0.05,-3976,-4552,-10504,555.68,452.64,138.92,2
236,Morgan,bicep curls,0,4.238,-0.44,-0.57,0.04,-1395,-516,-2328,523.48,495.88,134.32,2
237,Morgan,bicep curls,0,4.351,-0.39,-0.63,0.05,1796,2917,7777,529.92,486.68,141.68,2
238,Morgan,bicep curls,0,4.467,-0.46,-0.58,0.06,3401,3839,15297,579.6,395.6,155.48,2
239,Morgan,bicep curls,0,4.589,-0.63,-0.38,0.05,3565,3280,18195,613.64,250.24,187.68,2
240,Morgan,bicep curls,0,4.738,-0.71,-0.11,0.02,2501,4170,17922,615.48,172.04,199.64,2
241,Morgan,bicep curls,0,4.838,-0.85,0.12,-0.01,394,6257,16947,573.16,32.2,234.6,2
242,Morgan,bicep curls,0,4.95,-0.76,0.43,-0.08,-1253,4439,14504,481.16,-80.04,264.96,2
243,Morgan,bicep curls,0,5.074,-0.64,0.62,-0.15,-1725,4789,12762,365.24,-154.56,276.92,2
244,Morgan,bicep curls,0,5.238,-0.49,0.76,-0.18,-1480,3090,9602,258.52,-186.76,276.92,2
245,Morgan,bicep curls,0,5.341,-0.42,0.83,-0.22,601,-3257,3666,204.24,-190.44,271.4,2
246,Morgan,bicep curls,0,5.457,-0.44,0.85,-0.23,2213,-4405,-6963,249.32,-181.24,280.6,2
247,Morgan,bicep curls,2,5.573,-0.51,0.88,-0.2,2990,-6581,-18180,308.2,-165.6,285.2,2
